user_id,gender,age,occupation,zip_code,movie_id,rating,user_movie_rank,movie_title,movie_genres
10,F,35,1,95370,2,5,2,Jumanji (1995),Adventure|Children's|Fantasy
10,F,35,1,95370,32,5,3,Twelve Monkeys (1995),Drama|Sci-Fi
11,F,25,1,04093,50,5,1,"Usual Suspects, The (1995)",Crime|Thriller
11,F,25,1,04093,104,5,2,Happy Gilmore (1996),Comedy
11,F,25,1,04093,318,5,3,"Shawshank Redemption, The (1994)",Drama
12,M,25,12,32793,111,5,1,Taxi Driver (1976),Drama|Thriller
12,M,25,12,32793,593,5,2,"Silence of the Lambs, The (1991)",Drama|Thriller
12,M,25,12,32793,858,5,3,"Godfather, The (1972)",Action|Crime|Drama
13,M,45,1,93304,260,5,1,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
13,M,45,1,93304,421,5,2,Black Beauty (1994),Adventure|Children's
13,M,45,1,93304,527,5,3,Schindler's List (1993),Drama|War
14,M,35,0,60126,296,5,1,Pulp Fiction (1994),Crime|Drama
14,M,35,0,60126,1263,5,2,"Deer Hunter, The (1978)",Drama|War
14,M,35,0,60126,2686,5,3,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery
15,M,25,7,22903,110,5,1,Braveheart (1995),Action|Drama|War
15,M,25,7,22903,3510,5,2,Frequency (2000),Drama|Thriller
15,M,25,7,22903,3578,5,3,Gladiator (2000),Action|Drama
16,F,35,0,20670,2355,5,1,"Bug's Life, A (1998)",Animation|Children's|Comedy
16,F,35,0,20670,2369,5,2,Desperately Seeking Susan (1985),Comedy|Romance
16,F,35,0,20670,2394,5,3,"Prince of Egypt, The (1998)",Animation|Musical
17,M,50,1,95350,30,5,1,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Drama
17,M,50,1,95350,32,5,2,Twelve Monkeys (1995),Drama|Sci-Fi
17,M,50,1,95350,34,5,3,Babe (1995),Children's|Comedy|Drama
18,F,18,3,95825,10,5,1,GoldenEye (1995),Action|Adventure|Thriller
18,F,18,3,95825,34,5,2,Babe (1995),Children's|Comedy|Drama
18,F,18,3,95825,50,5,3,"Usual Suspects, The (1995)",Crime|Thriller
19,M,1,10,48073,1,5,1,Toy Story (1995),Animation|Children's|Comedy
19,M,1,10,48073,10,5,2,GoldenEye (1995),Action|Adventure|Thriller
19,M,1,10,48073,165,5,3,Die Hard: With a Vengeance (1995),Action|Thriller
20,M,25,14,55113,47,5,1,Seven (Se7en) (1995),Crime|Thriller
20,M,25,14,55113,110,5,2,Braveheart (1995),Action|Drama|War
20,M,25,14,55113,1527,5,3,"Fifth Element, The (1997)",Action|Sci-Fi
21,M,18,16,99353,1210,5,1,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
21,M,18,16,99353,2700,5,2,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
21,M,18,16,99353,3000,5,3,"Princess Mononoke, The (Mononoke Hime) (1997)",Action|Adventure|Animation
22,M,18,15,53706,318,5,1,"Shawshank Redemption, The (1994)",Drama
22,M,18,15,53706,608,5,2,Fargo (1996),Crime|Drama|Thriller
22,M,18,15,53706,671,5,3,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
23,M,35,0,90049,260,5,1,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
23,M,35,0,90049,296,5,2,Pulp Fiction (1994),Crime|Drama
23,M,35,0,90049,377,5,3,Speed (1994),Action|Romance|Thriller
24,F,25,7,10023,50,5,1,"Usual Suspects, The (1995)",Crime|Thriller
24,F,25,7,10023,260,5,2,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
24,F,25,7,10023,296,5,3,Pulp Fiction (1994),Crime|Drama
25,M,18,4,01609,223,5,1,Clerks (1994),Comedy
25,M,18,4,01609,260,5,2,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
25,M,18,4,01609,1196,5,3,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
26,M,25,7,23112,5,5,1,Father of the Bride Part II (1995),Comedy
26,M,25,7,23112,45,5,2,To Die For (1995),Comedy|Drama
26,M,25,7,23112,118,5,3,If Lucy Fell (1996),Comedy|Romance
27,M,25,11,19130,260,5,1,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
27,M,25,11,19130,541,5,2,Blade Runner (1982),Film-Noir|Sci-Fi
27,M,25,11,19130,858,5,3,"Godfather, The (1972)",Action|Crime|Drama
28,F,25,1,14607,50,5,1,"Usual Suspects, The (1995)",Crime|Thriller
28,F,25,1,14607,527,5,2,Schindler's List (1993),Drama|War
28,F,25,1,14607,902,5,3,Breakfast at Tiffany's (1961),Drama|Romance
29,M,35,7,33407,50,5,1,"Usual Suspects, The (1995)",Crime|Thriller
29,M,35,7,33407,110,5,2,Braveheart (1995),Action|Drama|War
29,M,35,7,33407,260,5,3,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
30,F,35,7,19143,50,5,1,"Usual Suspects, The (1995)",Crime|Thriller
30,F,35,7,19143,527,5,2,Schindler's List (1993),Drama|War
30,F,35,7,19143,593,5,3,"Silence of the Lambs, The (1991)",Drama|Thriller
31,M,56,7,06840,356,5,1,Forrest Gump (1994),Comedy|Romance|War
31,M,56,7,06840,357,5,2,Four Weddings and a Funeral (1994),Comedy|Romance
31,M,56,7,06840,480,5,3,Jurassic Park (1993),Action|Adventure|Sci-Fi
32,F,25,0,19355,32,5,1,Twelve Monkeys (1995),Drama|Sci-Fi
32,F,25,0,19355,593,5,2,"Silence of the Lambs, The (1991)",Drama|Thriller
32,F,25,0,19355,1296,5,3,"Room with a View, A (1986)",Drama|Romance
33,M,45,3,55421,47,5,1,Seven (Se7en) (1995),Crime|Thriller
33,M,45,3,55421,111,5,2,Taxi Driver (1976),Drama|Thriller
33,M,45,3,55421,260,5,3,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
34,F,18,0,02135,1,5,1,Toy Story (1995),Animation|Children's|Comedy
34,F,18,0,02135,17,5,2,Sense and Sensibility (1995),Drama|Romance
34,F,18,0,02135,34,5,3,Babe (1995),Children's|Comedy|Drama
35,M,45,1,02482,824,5,1,Kaspar Hauser (1993),Drama
35,M,45,1,02482,902,5,2,Breakfast at Tiffany's (1961),Drama|Romance
35,M,45,1,02482,912,5,3,Casablanca (1942),Drama|Romance|War
36,M,25,3,94123,1,5,1,Toy Story (1995),Animation|Children's|Comedy
36,M,25,3,94123,6,5,2,Heat (1995),Action|Crime|Thriller
36,M,25,3,94123,21,5,3,Get Shorty (1995),Action|Comedy|Drama
37,F,25,9,66212,252,5,1,I.Q. (1994),Comedy|Romance
37,F,25,9,66212,357,5,2,Four Weddings and a Funeral (1994),Comedy|Romance
37,F,25,9,66212,497,5,3,Much Ado About Nothing (1993),Comedy|Romance
38,F,18,4,02215,1,5,1,Toy Story (1995),Animation|Children's|Comedy
38,F,18,4,02215,249,5,2,Immortal Beloved (1994),Drama|Romance
38,F,18,4,02215,357,5,3,Four Weddings and a Funeral (1994),Comedy|Romance
39,M,18,4,61820,223,5,1,Clerks (1994),Comedy
39,M,18,4,61820,318,5,2,"Shawshank Redemption, The (1994)",Drama
39,M,18,4,61820,1060,5,3,Swingers (1996),Comedy|Drama
40,M,45,0,10543,2,5,1,Jumanji (1995),Adventure|Children's|Fantasy
40,M,45,0,10543,912,5,2,Casablanca (1942),Drama|Romance|War
40,M,45,0,10543,919,5,3,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
41,F,18,4,15116,260,5,1,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
41,F,18,4,15116,671,5,2,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
41,F,18,4,15116,1196,5,3,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
42,M,25,8,24502,24,5,1,Powder (1995),Drama|Sci-Fi
42,M,25,8,24502,260,5,2,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
42,M,25,8,24502,356,5,3,Forrest Gump (1994),Comedy|Romance|War
43,M,25,12,60614,356,5,1,Forrest Gump (1994),Comedy|Romance|War
43,M,25,12,60614,1197,5,2,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
43,M,25,12,60614,1307,5,3,When Harry Met Sally... (1989),Comedy|Romance
44,M,45,17,98052,1,5,1,Toy Story (1995),Animation|Children's|Comedy
44,M,45,17,98052,17,5,2,Sense and Sensibility (1995),Drama|Romance
44,M,45,17,98052,260,5,3,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
45,F,45,16,94110,11,5,1,"American President, The (1995)",Comedy|Drama|Romance
45,F,45,16,94110,39,5,2,Clueless (1995),Comedy|Romance
45,F,45,16,94110,46,5,3,How to Make an American Quilt (1995),Drama|Romance
46,M,18,19,75602,366,5,1,Wes Craven's New Nightmare (1994),Horror
46,M,18,19,75602,891,5,2,Halloween: The Curse of Michael Myers (1995),Horror|Thriller
46,M,18,19,75602,1261,5,3,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror
47,M,18,4,94305,17,5,1,Sense and Sensibility (1995),Drama|Romance
47,M,18,4,94305,36,5,2,Dead Man Walking (1995),Drama
47,M,18,4,94305,527,5,3,Schindler's List (1993),Drama|War
48,M,25,4,92107,110,5,1,Braveheart (1995),Action|Drama|War
48,M,25,4,92107,260,5,2,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
48,M,25,4,92107,356,5,3,Forrest Gump (1994),Comedy|Romance|War
49,M,18,12,77084,1,5,1,Toy Story (1995),Animation|Children's|Comedy
49,M,18,12,77084,159,5,2,Clockers (1995),Drama
49,M,18,12,77084,198,5,3,Strange Days (1995),Action|Crime|Sci-Fi
50,F,25,2,98133,2858,5,1,American Beauty (1999),Comedy|Drama
50,F,25,2,98133,266,4,2,Legends of the Fall (1994),Drama|Romance|War|Western
50,F,25,2,98133,524,4,3,Rudy (1993),Drama
51,F,1,10,10562,1,5,1,Toy Story (1995),Animation|Children's|Comedy
51,F,1,10,10562,318,5,2,"Shawshank Redemption, The (1994)",Drama
51,F,1,10,10562,1895,5,3,Can't Hardly Wait (1998),Comedy|Drama|Romance
52,M,18,4,72212,6,5,1,Heat (1995),Action|Crime|Thriller
52,M,18,4,72212,110,5,2,Braveheart (1995),Action|Drama|War
52,M,18,4,72212,353,5,3,"Crow, The (1994)",Action|Romance|Thriller
53,M,25,0,96931,2,5,1,Jumanji (1995),Adventure|Children's|Fantasy
53,M,25,0,96931,16,5,2,Casino (1995),Drama|Thriller
53,M,25,0,96931,17,5,3,Sense and Sensibility (1995),Drama|Romance
54,M,50,1,56723,898,5,1,"Philadelphia Story, The (1940)",Comedy|Romance
54,M,50,1,56723,1079,5,2,"Fish Called Wanda, A (1988)",Comedy
54,M,50,1,56723,1193,5,3,One Flew Over the Cuckoo's Nest (1975),Drama
55,F,35,12,55303,110,5,1,Braveheart (1995),Action|Drama|War
55,F,35,12,55303,318,5,2,"Shawshank Redemption, The (1994)",Drama
55,F,35,12,55303,356,5,3,Forrest Gump (1994),Comedy|Romance|War
56,M,35,20,60440,1,5,1,Toy Story (1995),Animation|Children's|Comedy
56,M,35,20,60440,34,5,2,Babe (1995),Children's|Comedy|Drama
56,M,35,20,60440,50,5,3,"Usual Suspects, The (1995)",Crime|Thriller
57,M,18,19,30350,1199,5,1,Brazil (1985),Sci-Fi
57,M,18,19,30350,1228,5,2,Raging Bull (1980),Drama
57,M,18,19,30350,1394,5,3,Raising Arizona (1987),Comedy
58,M,25,2,30303,29,5,1,"City of Lost Children, The (1995)",Adventure|Sci-Fi
58,M,25,2,30303,32,5,2,Twelve Monkeys (1995),Drama|Sci-Fi
58,M,25,2,30303,162,5,3,Crumb (1994),Documentary
59,F,50,1,55413,905,5,1,It Happened One Night (1934),Comedy
59,F,50,1,55413,912,5,2,Casablanca (1942),Drama|Romance|War
59,F,50,1,55413,913,5,3,"Maltese Falcon, The (1941)",Film-Noir|Mystery
60,M,50,1,72118,2,5,1,Jumanji (1995),Adventure|Children's|Fantasy
60,M,50,1,72118,60,5,2,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy
60,M,50,1,72118,350,5,3,"Client, The (1994)",Drama|Mystery|Thriller
61,M,25,17,95122,1721,4,1,Titanic (1997),Drama|Romance
61,M,25,17,95122,3578,4,2,Gladiator (2000),Action|Drama
61,M,25,17,95122,3646,4,3,Big Momma's House (2000),Comedy
62,F,35,3,98105,50,5,1,"Usual Suspects, The (1995)",Crime|Thriller
62,F,35,3,98105,82,5,2,Antonia's Line (Antonia) (1995),Drama
62,F,35,3,98105,111,5,3,Taxi Driver (1976),Drama|Thriller
63,M,18,4,54902,6,5,1,Heat (1995),Action|Crime|Thriller
63,M,18,4,54902,223,5,2,Clerks (1994),Comedy
63,M,18,4,54902,541,5,3,Blade Runner (1982),Film-Noir|Sci-Fi
64,M,18,1,53706,110,5,1,Braveheart (1995),Action|Drama|War
64,M,18,1,53706,1198,5,2,Raiders of the Lost Ark (1981),Action|Adventure
64,M,18,1,53706,1215,5,3,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi
65,M,35,12,55803,1,5,1,Toy Story (1995),Animation|Children's|Comedy
65,M,35,12,55803,9,5,2,Sudden Death (1995),Action
65,M,35,12,55803,50,5,3,"Usual Suspects, The (1995)",Crime|Thriller
66,M,25,18,57706,110,5,1,Braveheart (1995),Action|Drama|War
66,M,25,18,57706,356,5,2,Forrest Gump (1994),Comedy|Romance|War
66,M,25,18,57706,480,5,3,Jurassic Park (1993),Action|Adventure|Sci-Fi
67,F,50,5,60181,36,5,1,Dead Man Walking (1995),Drama
67,F,50,5,60181,150,5,2,Apollo 13 (1995),Drama
67,F,50,5,60181,318,5,3,"Shawshank Redemption, The (1994)",Drama
68,M,18,4,53706,492,5,1,Manhattan Murder Mystery (1993),Comedy|Mystery
68,M,18,4,53706,745,5,2,"Close Shave, A (1995)",Animation|Comedy|Thriller
68,M,18,4,53706,1073,5,3,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy
69,F,25,1,02143,14,5,1,Nixon (1995),Drama
69,F,25,1,02143,17,5,2,Sense and Sensibility (1995),Drama|Romance
69,F,25,1,02143,25,5,3,Leaving Las Vegas (1995),Drama|Romance
70,M,18,4,53703,43,5,1,Restoration (1995),Drama
70,M,18,4,53703,223,5,2,Clerks (1994),Comedy
70,M,18,4,53703,1127,5,3,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
71,M,25,14,95008,480,5,1,Jurassic Park (1993),Action|Adventure|Sci-Fi
71,M,25,14,95008,1198,5,2,Raiders of the Lost Ark (1981),Action|Adventure
71,M,25,14,95008,2640,5,3,Superman (1978),Action|Adventure|Sci-Fi
72,F,45,0,55122,11,5,1,"American President, The (1995)",Comedy|Drama|Romance
72,F,45,0,55122,82,5,2,Antonia's Line (Antonia) (1995),Drama
72,F,45,0,55122,1188,5,3,Strictly Ballroom (1992),Comedy|Romance
73,M,18,4,53706,70,5,1,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller
73,M,18,4,53706,110,5,2,Braveheart (1995),Action|Drama|War
73,M,18,4,53706,223,5,3,Clerks (1994),Comedy
74,M,35,14,94530,36,5,1,Dead Man Walking (1995),Drama
74,M,35,14,94530,50,5,2,"Usual Suspects, The (1995)",Crime|Thriller
74,M,35,14,94530,164,5,3,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
75,F,1,10,01748,1,5,1,Toy Story (1995),Animation|Children's|Comedy
75,F,1,10,01748,8,5,2,Tom and Huck (1995),Adventure|Children's
75,F,1,10,01748,19,5,3,Ace Ventura: When Nature Calls (1995),Comedy
76,M,35,7,55413,1,5,1,Toy Story (1995),Animation|Children's|Comedy
76,M,35,7,55413,47,5,2,Seven (Se7en) (1995),Crime|Thriller
76,M,35,7,55413,50,5,3,"Usual Suspects, The (1995)",Crime|Thriller
77,M,18,4,15321,2395,5,1,Rushmore (1998),Comedy
77,M,18,4,15321,2599,5,2,Election (1999),Comedy
77,M,18,4,15321,2858,5,3,American Beauty (1999),Comedy|Drama
78,F,45,1,98029,34,5,1,Babe (1995),Children's|Comedy|Drama
78,F,45,1,98029,84,5,2,Last Summer in the Hamptons (1995),Comedy|Drama
78,F,45,1,98029,176,5,3,Living in Oblivion (1995),Comedy
79,F,45,0,98103,40,5,1,"Cry, the Beloved Country (1995)",Drama
79,F,45,0,98103,800,5,2,Lone Star (1996),Drama|Mystery
79,F,45,0,98103,1997,5,3,"Exorcist, The (1973)",Horror
80,M,56,1,49327,62,5,1,Mr. Holland's Opus (1995),Drama
80,M,56,1,49327,110,5,2,Braveheart (1995),Action|Drama|War
80,M,56,1,49327,480,5,3,Jurassic Park (1993),Action|Adventure|Sci-Fi
81,F,25,0,60640,111,5,1,Taxi Driver (1976),Drama|Thriller
81,F,25,0,60640,223,5,2,Clerks (1994),Comedy
81,F,25,0,60640,260,5,3,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
82,M,25,17,48380,62,5,1,Mr. Holland's Opus (1995),Drama
82,M,25,17,48380,110,5,2,Braveheart (1995),Action|Drama|War
82,M,25,17,48380,150,5,3,Apollo 13 (1995),Drama
83,F,25,2,94609,60,5,1,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy
83,F,25,2,94609,260,5,2,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
83,F,25,2,94609,1097,5,3,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
84,M,18,4,53140,110,5,1,Braveheart (1995),Action|Drama|War
84,M,18,4,53140,260,5,2,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
84,M,18,4,53140,1196,5,3,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
85,M,18,4,94945,1997,5,1,"Exorcist, The (1973)",Horror
85,M,18,4,94945,2858,5,2,American Beauty (1999),Comedy|Drama
85,M,18,4,94945,3005,5,3,"Bone Collector, The (1999)",Thriller
86,F,1,10,54467,236,5,1,French Kiss (1995),Comedy|Romance
86,F,1,10,54467,260,5,2,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
86,F,1,10,54467,552,5,3,"Three Musketeers, The (1993)",Action|Adventure|Comedy
87,M,25,14,48360,110,5,1,Braveheart (1995),Action|Drama|War
87,M,25,14,48360,145,5,2,Bad Boys (1995),Action
87,M,25,14,48360,260,5,3,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
88,F,45,1,02476,111,5,1,Taxi Driver (1976),Drama|Thriller
88,F,45,1,02476,527,5,2,Schindler's List (1993),Drama|War
88,F,45,1,02476,608,5,3,Fargo (1996),Crime|Drama|Thriller
89,F,56,9,85749,527,5,1,Schindler's List (1993),Drama|War
89,F,56,9,85749,733,5,2,"Rock, The (1996)",Action|Adventure|Thriller
89,F,56,9,85749,920,5,3,Gone with the Wind (1939),Drama|Romance|War
90,M,56,13,85749,50,5,1,"Usual Suspects, The (1995)",Crime|Thriller
90,M,56,13,85749,112,5,2,Rumble in the Bronx (1995),Action|Adventure|Crime
90,M,56,13,85749,318,5,3,"Shawshank Redemption, The (1994)",Drama
91,M,35,7,07650,21,5,1,Get Shorty (1995),Action|Comedy|Drama
91,M,35,7,07650,110,5,2,Braveheart (1995),Action|Drama|War
91,M,35,7,07650,497,5,3,Much Ado About Nothing (1993),Comedy|Romance
92,F,18,4,44243,110,5,1,Braveheart (1995),Action|Drama|War
92,F,18,4,44243,216,5,2,Billy Madison (1995),Comedy
92,F,18,4,44243,239,5,3,"Goofy Movie, A (1995)",Animation|Children's|Comedy|Romance
93,M,25,17,95825,474,5,1,In the Line of Fire (1993),Action|Thriller
93,M,25,17,95825,589,5,2,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller
93,M,25,17,95825,610,5,3,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
94,M,25,17,28601,551,5,1,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical
94,M,25,17,28601,2003,5,2,Gremlins (1984),Comedy|Horror
94,M,25,17,28601,2288,5,3,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
95,M,45,0,98201,110,5,1,Braveheart (1995),Action|Drama|War
95,M,45,0,98201,356,5,2,Forrest Gump (1994),Comedy|Romance|War
95,M,45,0,98201,446,5,3,Farewell My Concubine (1993),Drama|Romance
96,F,25,16,78028,161,5,1,Crimson Tide (1995),Drama|Thriller|War
96,F,25,16,78028,260,5,2,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
96,F,25,16,78028,318,5,3,"Shawshank Redemption, The (1994)",Drama
97,F,35,3,66210,50,5,1,"Usual Suspects, The (1995)",Crime|Thriller
97,F,35,3,66210,111,5,2,Taxi Driver (1976),Drama|Thriller
97,F,35,3,66210,260,5,3,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
98,F,35,7,33547,318,5,1,"Shawshank Redemption, The (1994)",Drama
98,F,35,7,33547,527,5,2,Schindler's List (1993),Drama|War
98,F,35,7,33547,920,5,3,Gone with the Wind (1939),Drama|Romance|War
99,F,1,10,19390,47,5,1,Seven (Se7en) (1995),Crime|Thriller
99,F,1,10,19390,50,5,2,"Usual Suspects, The (1995)",Crime|Thriller
99,F,1,10,19390,344,5,3,Ace Ventura: Pet Detective (1994),Comedy
100,M,35,17,95401,527,5,1,Schindler's List (1993),Drama|War
100,M,35,17,95401,800,5,2,Lone Star (1996),Drama|Mystery
100,M,35,17,95401,919,5,3,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
101,F,18,3,33314,145,5,1,Bad Boys (1995),Action
101,F,18,3,33314,260,5,2,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
101,F,18,3,33314,292,5,3,Outbreak (1995),Action|Drama|Thriller
102,M,35,19,20871,24,5,1,Powder (1995),Drama|Sci-Fi
102,M,35,19,20871,111,5,2,Taxi Driver (1976),Drama|Thriller
102,M,35,19,20871,750,5,3,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
103,M,45,7,92104,15,5,1,Cutthroat Island (1995),Action|Adventure|Romance
103,M,45,7,92104,70,5,2,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller
103,M,45,7,92104,110,5,3,Braveheart (1995),Action|Drama|War
104,M,25,12,00926,858,5,1,"Godfather, The (1972)",Action|Crime|Drama
104,M,25,12,00926,2355,5,2,"Bug's Life, A (1998)",Animation|Children's|Comedy
104,M,25,12,00926,2826,5,3,"13th Warrior, The (1999)",Action|Horror|Thriller
105,M,45,12,90277,163,5,1,Desperado (1995),Action|Romance|Thriller
105,M,45,12,90277,260,5,2,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
105,M,45,12,90277,555,5,3,True Romance (1993),Action|Crime|Romance
106,F,35,11,79101,28,5,1,Persuasion (1995),Romance
106,F,35,11,79101,899,5,2,Singin' in the Rain (1952),Musical|Romance
106,F,35,11,79101,914,5,3,My Fair Lady (1964),Musical|Romance
107,M,45,18,63129,260,5,1,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
107,M,45,18,63129,593,5,2,"Silence of the Lambs, The (1991)",Drama|Thriller
107,M,45,18,63129,912,5,3,Casablanca (1942),Drama|Romance|War
108,M,25,12,30316,1250,5,1,"Bridge on the River Kwai, The (1957)",Drama|War
108,M,25,12,30316,1449,5,2,Waiting for Guffman (1996),Comedy
108,M,25,12,30316,2700,5,3,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
109,M,45,15,92028,551,5,1,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical
109,M,45,15,92028,1078,5,2,Bananas (1971),Comedy|War
109,M,45,15,92028,1198,5,3,Raiders of the Lost Ark (1981),Action|Adventure
110,M,25,2,90803,47,5,1,Seven (Se7en) (1995),Crime|Thriller
110,M,25,2,90803,50,5,2,"Usual Suspects, The (1995)",Crime|Thriller
110,M,25,2,90803,296,5,3,Pulp Fiction (1994),Crime|Drama
111,M,35,15,55416,318,5,1,"Shawshank Redemption, The (1994)",Drama
111,M,35,15,55416,356,5,2,Forrest Gump (1994),Comedy|Romance|War
111,M,35,15,55416,477,5,3,What's Love Got to Do with It? (1993),Drama
112,M,25,16,97209,1,5,1,Toy Story (1995),Animation|Children's|Comedy
112,M,25,16,97209,541,5,2,Blade Runner (1982),Film-Noir|Sci-Fi
112,M,25,16,97209,596,5,3,Pinocchio (1940),Animation|Children's
113,M,18,12,37032,527,5,1,Schindler's List (1993),Drama|War
113,M,18,12,37032,1653,5,2,Gattaca (1997),Drama|Sci-Fi|Thriller
113,M,18,12,37032,2028,5,3,Saving Private Ryan (1998),Action|Drama|War
